,GrLivArea,YearBuilt,GarageCars,TotalBsmtSF,RoofMatl_ClyTile,YearRemodAdd,Fireplaces,MSZoning_C (all),KitchenAbvGr,OverallCond_3,MSZoning_RM,BsmtFinType1_GLQ,BsmtQual_Ex,Condition2_PosN,Neighborhood_Crawfor,OverallCond_4,KitchenQual_Ex,SaleCondition_Abnorml,LotArea,MSSubClass_30,KitchenQual_Gd,OverallCond_7,OverallQual_8,Neighborhood_MeadowV,CentralAir_N,OverallQual_9,OverallQual_10,OverallQual_7,BsmtFullBath,OverallQual_6,Functional_Maj2,BldgType_Twnhs,OverallQual_1,ScreenPorch,SaleType_WD,Neighborhood_Edwards,Heating_Grav,WoodDeckSF,Exterior1st_BrkFace,OverallCond_6,OverallCond_8,OverallCond_9,Foundation_CBlock,BsmtExposure_Gd,Condition1_Artery,Functional_Mod,MSZoning_FV,Neighborhood_NridgHt,Neighborhood_StoneBr,BldgType_TwnhsE,LotConfig_CulDSac,GarageCond_Fa,Condition1_RRAe,Functional_Sev,BsmtFinType1_Unf,EnclosedPorch,PoolQC_Gd,HeatingQC_TA,HalfBath,Condition1_Feedr,BsmtCond_Ex,SalePrice
376,914,1996,2,870,0,1996,0,0,1,0,0,1,0,0,0,0,0,0,8846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.90496755
377,2466,2004,2,1580,0,2005,1,0,1,0,0,0,0,0,0,0,0,0,11143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.7367009
378,1856,2010,3,1856,0,2010,1,0,1,0,0,1,1,0,0,0,1,0,11394,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.88520203
379,1800,2000,2,982,0,2000,1,0,1,0,0,0,0,0,0,0,0,0,8123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.09514108
380,1691,1924,1,1026,0,1950,1,0,1,0,0,0,0,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,1,0,0,0,11.75194237
381,1301,2006,2,1293,0,2006,1,0,1,0,0,0,0,0,0,0,0,0,7200,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.14286657
382,1797,2006,2,939,0,2006,0,0,1,0,0,0,0,0,0,0,0,0,9245,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.27139211
383,784,1928,2,784,0,1950,0,0,1,1,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,91,0,1,0,0,0,11.23848862
384,1953,1992,2,1580,0,1992,2,0,1,0,0,1,0,0,0,0,0,0,53107,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12.3883942
385,1269,2004,2,1256,0,2005,1,0,1,0,0,1,0,0,0,0,0,0,3182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,144,1,0,0,146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.16525065
386,1184,1910,0,658,0,1996,0,0,1,1,0,0,0,0,0,0,0,0,8410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.30220443
387,1125,1976,1,1041,0,1976,1,0,1,0,0,0,0,0,0,0,0,1,7200,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,296,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.73606902
388,1479,1999,2,1468,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,9382,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.16002871
389,2332,2007,3,1682,0,2008,1,0,1,0,0,1,1,0,0,0,1,0,12474,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12.96219463
390,1367,1900,1,861,0,1950,0,0,1,0,0,0,0,0,0,0,0,0,8405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,11.68687877
391,1961,2001,2,804,0,2002,1,0,1,0,0,0,1,0,0,0,0,0,12209,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.27839331
392,882,1959,1,0,0,1959,0,0,1,0,0,0,0,0,0,0,0,0,8339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.57590026
393,788,1941,0,788,0,1950,2,0,1,0,0,0,0,0,0,0,0,1,7446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.51292546
394,1034,1940,1,735,0,1950,0,0,1,0,0,0,0,0,0,0,0,0,10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.59910316
395,1144,1956,1,1144,0,1956,0,0,1,0,0,0,0,0,0,0,0,0,9571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.76756768
396,894,1972,2,894,0,1972,0,0,1,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.71993963
397,1812,1962,1,864,0,1962,1,0,1,0,0,0,0,0,0,0,0,0,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.04060821
398,1077,1920,1,961,0,1950,0,0,1,0,1,0,0,0,0,0,0,1,8967,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.1124479
399,1550,2006,2,1092,0,2007,0,0,1,0,0,1,0,0,0,0,0,0,8125,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.39255221
400,1288,1996,2,1260,0,1996,2,0,1,0,0,1,0,0,0,0,1,0,14963,0,0,0,1,0,0,0,0,0,1,0,0,0,0,224,1,0,0,120,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.41105223
401,1310,2005,2,1310,0,2005,1,0,1,0,0,1,0,0,0,0,0,0,8767,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01364014
402,672,1940,1,672,0,1997,0,0,1,0,0,0,0,0,0,0,0,0,10200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.58988651
403,2263,1998,2,1141,0,1998,1,0,1,0,0,0,0,0,0,0,0,1,12090,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.46071486
404,1572,1995,2,806,0,1996,1,0,1,0,0,0,0,0,0,0,0,0,10364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.03171926
405,1620,1976,2,1281,0,1993,1,0,1,0,0,0,0,0,0,1,0,0,9991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.91839057
406,1639,1936,1,1064,0,1950,0,0,1,0,0,0,0,0,0,0,0,0,10480,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.65268741
407,1680,1915,1,840,0,1976,0,0,1,0,0,0,0,0,1,0,0,0,15576,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,0,0,0,0,12.08390501
408,2172,2006,3,1063,0,2006,1,0,1,0,0,0,1,0,0,0,0,0,14154,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12.54254488
409,2078,2007,3,1034,0,2008,1,0,1,0,0,1,1,0,0,0,1,0,10800,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.73596533
410,1276,1958,1,1276,0,1958,0,0,1,1,0,0,0,0,0,0,0,1,9571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.00209984
411,1056,1955,2,1056,0,1955,0,0,1,0,0,0,0,0,0,0,0,0,34650,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.88448902
412,1478,2009,2,1470,0,2009,1,0,1,0,0,1,1,0,0,0,0,0,4403,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.31043266
413,1028,1927,2,1008,0,1950,1,0,1,0,1,0,0,0,0,0,0,0,8960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,130,0,0,0,0,0,11.65268741
414,2097,1993,3,1080,0,1993,1,0,1,0,0,0,0,0,0,0,0,0,11228,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.33710091
415,1340,2007,2,1340,0,2007,0,0,1,0,0,1,0,0,0,0,0,0,8899,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.10699237
416,1400,1978,2,672,0,1978,1,0,1,0,0,0,0,0,0,0,0,0,7844,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.91505167
417,2624,1918,3,1370,0,1950,1,0,1,0,0,0,0,0,1,0,0,0,22420,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,12.38421883
418,1134,1940,1,756,0,1950,0,0,1,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.74403719
419,1056,1968,1,1056,0,1968,1,0,1,0,0,0,0,0,0,0,0,0,8450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,11.86358234
420,1344,1997,4,1344,0,1998,0,0,2,0,1,1,0,0,0,0,0,0,7060,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2370867
421,1602,1977,2,1602,0,2000,1,0,1,0,0,0,0,0,0,0,0,0,16635,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27839331
422,988,1954,2,988,0,1954,0,0,1,0,0,0,0,0,0,0,0,0,21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.6351431
423,2630,1998,3,1470,0,1998,1,0,1,0,0,1,0,0,0,0,0,0,9200,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.66032792
424,1196,1956,1,1196,0,1956,1,0,1,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84222921
425,1389,1946,1,651,0,1992,2,0,1,0,1,0,0,0,0,0,0,0,3378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,126,0,0,1,0,0,11.81303006
426,1644,1989,2,1518,0,1989,1,0,1,0,0,1,0,0,0,0,0,0,12800,0,1,0,0,0,0,0,0,1,1,0,0,0,0,396,1,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52452638
427,907,1957,1,907,0,1957,0,0,1,0,0,0,0,0,0,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.59917655
428,1208,2007,2,1208,0,2007,0,0,1,0,0,1,0,0,0,0,0,0,6762,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18280402
429,1412,1988,2,1392,0,1988,1,0,1,0,0,1,0,0,0,0,0,0,11457,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,169,0,1,0,0,0,12.07254125
430,987,1971,1,483,0,1971,0,0,1,0,1,0,0,0,0,0,0,1,1680,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.35510138
431,1198,1920,0,901,0,1998,0,0,1,0,1,0,0,0,0,0,0,1,5586,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.28853113
432,1365,1971,2,765,0,1971,0,0,1,0,1,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,240,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.71586631
433,1604,1997,2,926,0,1998,1,0,1,0,0,0,0,0,0,0,0,0,10839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.10625231
434,630,1972,0,630,0,1972,0,0,1,0,1,0,0,0,0,0,0,0,1890,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.30220443
435,1661,1996,2,799,0,1996,1,0,1,0,0,1,0,0,0,0,0,0,10667,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,158,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.26434155
436,1118,1920,2,648,0,1950,0,0,1,0,1,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.66134547
437,904,1926,1,884,0,2004,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,0,0,0,0,0,11.68687877
438,694,1913,1,440,0,2002,1,0,1,0,0,0,0,0,1,0,0,0,4280,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,11.4114463
439,1196,1920,2,684,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,12354,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.60823564
440,2402,2008,3,3094,0,2008,2,0,1,0,0,1,1,0,0,0,1,0,15431,0,0,0,0,0,0,0,1,0,1,0,0,0,0,170,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22672339
441,1440,1955,0,1440,0,1955,0,0,2,0,0,0,0,0,0,1,0,0,12108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6784399
442,1573,1930,2,1078,0,1992,1,0,1,0,1,0,0,0,0,0,0,0,6240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12.00089179
443,1258,2006,3,1258,0,2007,1,0,1,0,0,0,1,0,0,0,0,0,3922,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.05815252
444,1908,1994,2,915,0,1995,1,0,1,0,0,1,0,0,0,0,0,0,8750,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.25486281
445,1689,1956,2,1436,0,1956,1,0,1,0,0,0,0,0,0,0,0,0,9855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.75587164
446,1888,1966,2,1517,0,2002,1,0,1,0,0,0,0,0,0,0,0,0,16492,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.15477935
447,1886,1998,2,930,0,1999,1,0,1,0,0,0,0,0,0,0,0,0,11214,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.20557252
448,1376,1937,1,780,0,1950,1,0,1,0,1,0,0,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.69107165
449,1183,1948,1,649,0,2002,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.69524702
450,813,1930,1,813,0,2005,0,0,1,0,1,0,0,0,0,0,0,0,5684,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.60823564
451,1533,1975,2,1533,0,1975,2,0,1,0,0,0,0,0,0,0,0,0,70761,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.54254488
452,1756,1996,2,872,0,1997,0,0,1,0,0,0,1,0,0,0,0,0,9303,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.22587527
453,1590,2008,2,768,0,2008,0,0,1,0,0,0,0,0,0,0,0,0,9000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.25486281
454,1728,1976,2,1728,0,1976,0,0,2,0,0,0,0,0,0,0,0,0,9297,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.14419724
455,1242,1973,2,1242,0,1973,1,0,1,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.07539432
456,1344,1916,3,624,0,1950,0,0,1,0,1,0,0,0,0,0,0,1,4571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,96,0,0,0,0,0,11.49272276
457,1663,1954,2,1364,0,1994,2,0,1,0,0,0,0,0,0,0,0,0,53227,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,224,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.45293272
458,1666,1925,1,588,0,1996,1,0,1,0,1,0,0,0,0,0,0,0,5100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.98915964
459,1203,1950,1,709,0,1950,1,0,1,0,0,0,0,0,0,1,0,0,7015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,248,0,1,0,0,0,11.60823564
460,1935,2009,2,832,0,2009,0,0,1,0,0,1,0,0,0,0,0,0,8004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.48156194
461,1135,1936,2,560,0,2007,0,0,1,0,0,0,0,0,0,0,0,0,7200,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.9511804
462,864,1965,1,864,0,1965,1,0,1,0,0,0,0,0,0,0,0,0,8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,11.04104808
463,1660,1934,1,715,0,1995,1,0,1,0,0,0,0,0,1,0,0,0,11988,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.14791373
464,1040,1978,0,1040,0,1978,0,0,1,0,0,0,0,0,0,0,0,0,8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.72803684
465,1414,2004,2,1375,0,2004,1,0,1,0,1,0,0,0,0,0,0,0,3072,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.09368751
466,1277,1970,2,1277,0,1970,1,0,1,0,0,1,0,0,0,0,0,0,10628,0,0,0,0,0,0,0,0,1,1,0,0,0,0,176,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.02574909
467,1644,1942,1,728,0,1995,2,0,1,0,0,0,0,0,0,0,0,0,9480,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.89478071
468,1634,2006,3,1626,0,2006,1,0,1,0,0,0,0,0,0,0,0,0,11428,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12.4292162
469,1710,1993,2,832,0,1993,0,0,1,0,0,1,0,0,0,0,0,0,9291,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.1388639
470,1502,1985,2,1488,0,1985,0,0,1,0,0,1,0,0,0,0,0,0,6820,0,1,0,1,0,0,0,0,0,1,0,0,0,0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,12.26434155
471,1969,1977,2,808,0,1977,1,0,1,0,0,0,0,0,0,0,0,0,11952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12.15477935
472,1072,2005,2,547,0,2005,0,0,1,0,1,1,0,0,0,0,0,0,3675,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.90496755
473,1976,2006,3,1976,0,2007,1,0,1,0,0,1,1,0,0,0,0,0,14977,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99453001
474,1652,2000,2,1494,0,2000,0,0,1,0,0,1,0,0,0,0,1,0,5330,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.43320822
