,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,Alley_Grvl,LotShape_IR2,LandContour_Bnk,LotConfig_CulDSac,BldgType_TwnhsE,RoofStyle_Gable,RoofMatl_WdShngl,MasVnrType_BrkFace,ExterQual_TA,ExterCond_Fa,Foundation_PConc,BsmtExposure_Not_Avail,BsmtFinType2_Not_Avail,HeatingQC_Fa,CentralAir_N,Electrical_FuseF,KitchenQual_TA,Functional_Maj2,GarageFinish_RFn,GarageQual_Fa,PavedDrive_P,PoolQC_Not_Avail,Fence_Not_Avail,MiscFeature_Not_Avail,SaleType_New
371,80.0,17120,1959,1959,0.0,0,0,0,1120,468,1588,0,2,0,4,1,7,1,1991.0,2,680,0,59,0,0,0,134432,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
372,50.0,7175,1984,1984,0.0,623,0,744,752,0,752,1,1,0,2,1,4,0,1984.0,1,264,353,0,0,90,0,125000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
373,79.0,10634,1953,1953,0.0,428,0,608,1319,0,1319,1,1,0,3,1,5,0,1953.0,1,270,66,0,0,0,0,123000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
374,65.0,8200,2003,2004,0.0,0,847,847,847,1081,1928,0,2,1,4,1,8,1,2003.0,2,434,100,48,0,0,0,219500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
375,0.0,10020,1922,1950,0.0,350,333,683,904,0,904,1,0,1,1,1,4,0,0.0,0,0,0,0,0,0,0,61000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
376,57.0,8846,1996,1996,0.0,298,572,870,914,0,914,0,1,0,2,1,5,0,1998.0,2,576,0,0,0,0,0,148000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
377,102.0,11143,2004,2005,0.0,0,1580,1580,1580,886,2466,0,3,0,4,1,8,1,2004.0,2,610,159,214,0,0,0,340000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
378,88.0,11394,2010,2010,350.0,1445,411,1856,1856,0,1856,1,1,1,1,1,8,1,2010.0,3,834,113,0,0,0,0,394432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
379,60.0,8123,2000,2000,16.0,0,982,982,1007,793,1800,0,2,1,3,1,7,1,2000.0,2,463,100,63,0,0,0,179000,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
380,50.0,5000,1924,1950,0.0,218,808,1026,1026,665,1691,0,2,0,3,1,6,1,1924.0,1,308,0,0,242,0,0,127000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
381,60.0,7200,2006,2006,0.0,0,1293,1293,1301,0,1301,1,2,0,2,1,5,1,2006.0,2,572,216,121,0,0,0,187750,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
382,79.0,9245,2006,2006,0.0,0,939,939,939,858,1797,0,2,1,3,1,8,0,2006.0,2,639,144,53,0,0,0,213500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
383,60.0,9000,1928,1950,0.0,0,784,784,784,0,784,0,1,0,2,1,5,0,1950.0,2,360,0,0,91,0,0,76000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
384,0.0,53107,1992,1992,0.0,985,595,1580,1079,874,1953,1,2,1,3,1,9,2,1992.0,2,501,216,231,0,0,0,240000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
385,43.0,3182,2004,2005,16.0,24,1232,1256,1269,0,1269,0,2,0,2,1,6,1,2004.0,2,430,146,20,0,144,0,192000,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
386,58.0,8410,1910,1996,0.0,0,658,658,658,526,1184,0,1,0,5,1,8,0,0.0,0,0,0,151,0,0,0,81000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
387,72.0,7200,1976,1976,255.0,631,410,1041,1125,0,1125,1,1,0,3,1,6,1,1977.0,1,352,296,0,0,0,0,125000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
388,93.0,9382,1999,2000,125.0,0,1468,1468,1479,0,1479,0,2,0,3,1,6,0,1999.0,2,577,120,25,0,0,0,191000,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
389,96.0,12474,2007,2008,272.0,1280,402,1682,1742,590,2332,1,2,1,3,1,9,1,2008.0,3,846,196,134,0,0,0,426000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
390,50.0,8405,1900,1950,0.0,241,229,861,961,406,1367,1,1,0,4,1,7,0,1978.0,1,384,0,130,112,0,0,119000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
391,71.0,12209,2001,2002,0.0,690,114,804,804,1157,1961,1,2,1,3,1,7,1,2001.0,2,560,125,192,0,0,0,215000,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
392,0.0,8339,1959,1959,0.0,0,0,0,882,0,882,0,1,0,3,1,5,0,1959.0,1,294,0,0,0,0,0,106500,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
393,0.0,7446,1941,1950,0.0,266,522,788,788,0,788,0,1,0,2,1,4,2,0.0,0,0,0,0,0,0,0,100000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
394,60.0,10134,1940,1950,0.0,0,735,735,735,299,1034,0,1,0,2,1,5,0,1940.0,1,240,0,39,0,0,0,109000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
395,68.0,9571,1956,1956,0.0,739,405,1144,1144,0,1144,1,1,0,3,1,6,0,1956.0,1,596,44,0,0,0,0,129000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
396,60.0,7200,1972,1972,0.0,777,117,894,894,0,894,0,1,0,2,1,6,0,1985.0,2,600,215,0,0,0,0,123000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
397,69.0,7590,1962,1962,288.0,540,324,864,876,936,1812,0,2,0,4,1,8,1,1962.0,1,264,0,168,0,0,0,169500,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
398,60.0,8967,1920,1950,0.0,0,961,961,1077,0,1077,0,1,0,2,1,6,0,1920.0,1,338,0,0,0,0,0,67000,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
399,65.0,8125,2006,2007,100.0,812,280,1092,1112,438,1550,1,2,0,2,1,7,0,2007.0,2,438,0,168,0,0,0,241000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
400,38.0,14963,1996,1996,0.0,786,474,1260,1288,0,1288,1,1,1,1,1,4,2,1996.0,2,500,120,30,0,224,0,245500,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
401,65.0,8767,2005,2005,0.0,24,1286,1310,1310,0,1310,0,2,0,3,1,6,1,2005.0,2,400,0,0,0,0,0,164990,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
402,60.0,10200,1940,1997,0.0,0,672,672,672,0,672,0,1,0,2,1,4,0,1940.0,1,240,168,0,0,0,0,108000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
403,93.0,12090,1998,1998,650.0,0,1141,1141,1165,1098,2263,0,2,1,4,1,10,1,1998.0,2,420,144,123,0,0,0,258000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
404,0.0,10364,1995,1996,0.0,0,806,806,806,766,1572,0,2,1,3,1,7,1,1995.0,2,373,0,40,0,0,0,168000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
405,0.0,9991,1976,1993,0.0,1116,165,1281,1620,0,1620,1,2,0,3,1,8,1,1993.0,2,490,120,78,0,0,0,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
406,51.0,10480,1936,1950,0.0,0,1064,1064,1166,0,1639,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,115000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
407,63.0,15576,1915,1976,0.0,0,840,840,840,840,1680,0,2,0,4,1,8,0,1960.0,1,308,0,0,160,0,0,177000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
408,109.0,14154,2006,2006,350.0,0,1063,1063,1071,1101,2172,0,2,1,3,1,9,1,2006.0,3,947,192,62,0,0,0,280000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
409,85.0,10800,2007,2008,100.0,789,245,1034,1050,1028,2078,1,2,1,3,1,8,1,2008.0,3,836,0,102,0,0,0,339750,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
410,68.0,9571,1958,1958,0.0,0,1276,1276,1276,0,1276,0,1,0,3,1,5,0,1958.0,1,350,0,0,0,0,0,60000,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
411,100.0,34650,1955,1955,0.0,1056,0,1056,1056,0,1056,1,1,0,3,1,5,0,1955.0,2,572,264,0,0,0,0,145000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
412,0.0,4403,2009,2009,432.0,578,892,1470,1478,0,1478,1,2,1,2,1,7,1,2009.0,2,484,0,144,0,0,0,222000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
413,56.0,8960,1927,1950,0.0,0,1008,1008,1028,0,1028,0,1,0,2,1,5,1,1927.0,2,360,0,0,130,0,0,115000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
414,59.0,11228,1993,1993,0.0,50,499,1080,1080,1017,2097,0,2,1,3,1,9,1,1993.0,3,678,196,187,0,0,0,228000,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
415,73.0,8899,2007,2007,0.0,24,1316,1340,1340,0,1340,0,2,0,3,1,6,0,2007.0,2,396,100,30,0,0,0,181134,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
416,74.0,7844,1978,1978,203.0,209,463,672,672,728,1400,0,1,1,3,1,6,1,1978.0,2,440,0,0,0,0,0,149500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
417,86.0,22420,1918,1950,0.0,1128,242,1370,1370,1254,2624,1,2,1,4,1,10,1,1918.0,3,864,0,0,0,0,0,239000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
418,60.0,8160,1940,1950,0.0,312,444,756,756,378,1134,1,1,1,3,1,7,0,1940.0,1,240,0,0,0,0,0,126000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
419,65.0,8450,1968,1968,0.0,775,281,1056,1056,0,1056,1,1,0,3,1,6,1,1968.0,1,304,0,85,184,0,0,142000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
420,78.0,7060,1997,1998,200.0,1309,35,1344,1344,0,1344,2,2,0,2,2,8,0,1997.0,4,784,0,0,0,0,0,206300,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
421,0.0,16635,1977,2000,126.0,1246,356,1602,1602,0,1602,0,2,0,3,1,8,1,1977.0,2,529,240,0,0,0,0,215000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
422,100.0,21750,1954,1954,0.0,0,988,988,988,0,988,0,1,0,2,1,4,0,1954.0,2,520,0,0,0,0,0,113000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
423,80.0,9200,1998,1998,473.0,986,484,1470,1470,1160,2630,1,2,1,4,1,8,1,1998.0,3,696,0,66,0,0,0,315000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
424,72.0,9000,1956,1956,74.0,616,580,1196,1196,0,1196,1,1,0,2,1,6,1,1956.0,1,297,0,44,0,0,0,139000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
425,60.0,3378,1946,1992,0.0,0,651,651,707,682,1389,0,1,1,3,1,6,2,1947.0,1,240,0,0,126,0,0,135000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
426,0.0,12800,1989,1989,145.0,1518,0,1518,1644,0,1644,1,2,0,2,1,5,1,1989.0,2,569,80,0,0,396,0,275000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
427,77.0,8593,1957,1957,0.0,288,619,907,907,0,907,0,1,0,3,1,5,0,1964.0,1,352,0,0,0,0,0,109008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
428,64.0,6762,2007,2007,108.0,664,544,1208,1208,0,1208,1,2,0,2,1,6,0,2007.0,2,628,105,54,0,0,0,195400,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
429,130.0,11457,1988,1988,0.0,1005,387,1392,1412,0,1412,1,2,0,3,1,6,1,1988.0,2,576,0,0,169,0,0,175000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
430,21.0,1680,1971,1971,232.0,387,96,483,483,504,987,0,1,1,2,1,4,0,1971.0,1,264,0,0,0,0,0,85400,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
431,60.0,5586,1920,1998,0.0,0,901,901,1088,110,1198,0,1,0,4,1,7,0,0.0,0,0,0,98,0,0,0,79900,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
432,24.0,1920,1971,1971,376.0,471,294,765,765,600,1365,1,1,1,2,1,6,0,1971.0,2,440,240,36,0,0,0,122500,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
433,100.0,10839,1997,1998,0.0,0,926,926,926,678,1604,0,2,1,3,1,7,1,1997.0,2,470,0,36,0,0,0,181000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
434,21.0,1890,1972,1972,0.0,495,135,630,630,0,630,1,1,0,1,1,3,0,0.0,0,0,88,0,0,0,0,81000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
435,43.0,10667,1996,1996,0.0,385,70,799,827,834,1661,1,2,1,3,1,6,1,1996.0,2,550,158,61,0,0,0,212000,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
436,40.0,4400,1920,1950,0.0,0,648,648,734,384,1118,0,1,0,2,1,6,0,1990.0,2,440,0,0,0,0,0,116000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
437,50.0,6000,1926,2004,0.0,0,884,884,904,0,904,0,1,0,2,1,4,0,1926.0,1,180,0,0,105,0,0,119000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
438,40.0,4280,1913,2002,0.0,365,75,440,694,0,694,0,1,0,2,1,4,1,1990.0,1,352,0,0,34,0,0,90350,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
439,67.0,12354,1920,2000,0.0,0,684,684,684,512,1196,0,1,0,3,1,7,0,2005.0,2,528,0,46,0,0,0,110000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
440,105.0,15431,2008,2008,200.0,1767,788,3094,2402,0,2402,1,2,0,2,1,10,2,2008.0,3,672,0,72,0,170,0,555000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
441,92.0,12108,1955,1955,270.0,133,1307,1440,1440,0,1440,0,2,0,4,2,8,0,0.0,0,0,0,0,0,0,0,118000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
442,52.0,6240,1930,1992,0.0,0,1078,1078,1128,445,1573,0,2,0,3,1,8,1,1930.0,2,360,0,0,0,0,0,162900,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
443,53.0,3922,2006,2007,72.0,0,1258,1258,1258,0,1258,0,2,0,2,1,6,1,2007.0,3,648,144,16,0,0,0,172500,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
444,70.0,8750,1994,1995,0.0,642,273,915,933,975,1908,1,2,1,4,1,8,1,1994.0,2,493,144,133,0,0,0,210000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
445,73.0,9855,1956,1956,0.0,0,1436,1436,1689,0,1689,0,1,0,3,1,7,1,1956.0,2,480,0,0,0,0,0,127500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
446,137.0,16492,1966,2002,0.0,247,557,1517,1888,0,1888,0,2,1,2,1,6,1,1966.0,2,578,0,0,0,0,0,190000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
447,0.0,11214,1998,1999,0.0,0,930,930,956,930,1886,0,2,1,4,1,10,1,1998.0,2,431,89,0,0,0,0,199900,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
448,50.0,8600,1937,1950,0.0,0,780,780,780,596,1376,0,2,0,3,1,7,1,1937.0,1,198,0,0,0,0,0,119500,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
449,50.0,6000,1948,2002,0.0,331,318,649,679,504,1183,0,1,1,2,1,6,0,1981.0,1,308,0,176,0,0,0,120000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
450,70.0,5684,1930,2005,0.0,0,813,813,813,0,813,0,1,0,2,1,5,0,1932.0,1,270,0,113,0,0,0,110000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
451,62.0,70761,1975,1975,0.0,655,878,1533,1533,0,1533,1,2,0,2,1,5,2,1975.0,2,576,200,54,0,0,0,280000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
452,0.0,9303,1996,1997,42.0,742,130,872,888,868,1756,1,2,1,3,1,7,0,1996.0,2,422,144,122,0,0,0,204000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
453,75.0,9000,2008,2008,0.0,0,768,768,786,804,1590,0,2,1,3,1,6,0,2008.0,2,676,0,30,0,0,0,210000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
454,63.0,9297,1976,1976,0.0,1606,122,1728,1728,0,1728,2,2,0,4,2,8,0,1976.0,2,560,0,0,0,0,0,188000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
455,80.0,9600,1973,1973,320.0,916,326,1242,1242,0,1242,0,1,1,3,1,6,1,1973.0,2,528,0,0,0,0,0,175500,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
456,34.0,4571,1916,1950,0.0,0,624,624,624,720,1344,0,1,0,4,1,7,0,1916.0,3,513,0,0,96,0,0,98000,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0
457,0.0,53227,1954,1994,0.0,1116,248,1364,1663,0,1663,1,1,0,2,1,6,2,1954.0,2,529,224,137,0,0,0,256000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
458,0.0,5100,1925,1996,0.0,0,588,588,833,833,1666,0,1,0,3,1,7,1,1925.0,1,228,192,63,0,0,0,161000,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
459,0.0,7015,1950,1950,161.0,185,524,709,979,224,1203,1,1,0,3,1,5,1,1950.0,1,352,0,0,248,0,0,110000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
460,75.0,8004,2009,2009,110.0,544,288,832,832,1103,1935,1,2,1,3,1,8,0,2009.0,2,552,0,150,0,0,0,263435,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
461,60.0,7200,1936,2007,0.0,350,0,560,575,560,1135,1,1,0,3,1,6,0,1971.0,2,576,256,0,0,0,0,155000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
462,60.0,8281,1965,1965,0.0,553,0,864,864,0,864,0,1,0,3,1,5,1,1965.0,1,360,0,0,236,0,0,62383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
463,74.0,11988,1934,1995,0.0,326,389,715,849,811,1660,0,1,1,3,1,6,1,1939.0,1,240,0,0,0,0,0,188700,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
464,60.0,8430,1978,1978,136.0,616,424,1040,1040,0,1040,0,2,0,3,1,5,0,0.0,0,0,0,0,0,0,0,124000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
465,0.0,3072,2004,2004,18.0,0,1375,1375,1414,0,1414,0,2,0,2,1,6,1,2004.0,2,398,144,20,0,0,0,178740,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
466,85.0,10628,1970,1970,0.0,778,499,1277,1277,0,1277,1,1,0,2,1,5,1,1970.0,2,526,0,0,0,176,0,167000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
467,79.0,9480,1942,1995,224.0,386,342,728,888,756,1644,0,1,1,3,1,7,2,1942.0,1,312,168,0,0,0,0,146500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
468,98.0,11428,2006,2006,248.0,0,1626,1626,1634,0,1634,0,2,0,3,1,7,1,2006.0,3,866,0,44,0,0,0,250000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
469,76.0,9291,1993,1993,120.0,426,406,832,832,878,1710,0,2,1,3,1,7,0,1993.0,2,506,144,70,0,0,0,187000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
470,0.0,6820,1985,1985,0.0,368,0,1488,1502,0,1502,1,1,1,1,1,4,0,1985.0,2,528,0,54,0,140,0,212000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
471,92.0,11952,1977,1977,0.0,0,808,808,1161,808,1969,0,2,1,3,1,8,1,1977.0,2,534,0,0,0,276,0,190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
472,35.0,3675,2005,2005,80.0,459,88,547,1072,0,1072,1,1,0,2,1,5,0,2005.0,2,525,0,28,0,0,0,148000,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
473,110.0,14977,2006,2007,304.0,1350,626,1976,1976,0,1976,1,2,0,2,1,7,1,2006.0,3,908,250,63,0,0,0,440000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
474,41.0,5330,2000,2000,0.0,1196,298,1494,1652,0,1652,1,2,0,2,1,6,0,2000.0,2,499,96,48,0,0,0,251000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
475,80.0,8480,1963,1963,0.0,630,340,970,970,0,970,1,1,0,2,1,5,0,1996.0,2,624,0,24,0,192,0,132500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
476,75.0,13125,1997,1998,215.0,994,484,1478,1493,0,1493,1,2,0,3,1,7,1,1997.0,2,508,140,39,0,0,0,208900,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
477,105.0,13693,2006,2006,772.0,0,2153,2153,2069,574,2643,0,2,1,3,1,9,1,2006.0,3,694,414,84,0,0,0,380000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
478,79.0,10637,2007,2008,336.0,1288,417,1705,1718,0,1718,1,2,0,3,1,7,1,2007.0,3,826,208,44,0,0,0,297000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
479,50.0,5925,1937,2000,435.0,168,739,907,1131,0,1131,0,1,0,2,1,7,0,1995.0,2,672,0,72,0,0,0,89471,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
480,98.0,16033,2004,2005,378.0,1261,572,1833,1850,0,1850,1,2,0,3,1,8,1,2004.0,3,772,519,112,0,0,0,326000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
481,72.0,11846,2003,2004,562.0,1567,225,1792,1792,0,1792,1,2,0,2,1,6,1,2003.0,3,874,206,49,0,0,0,374000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
482,50.0,2500,1915,2005,0.0,299,611,910,916,910,1826,1,1,1,4,1,7,1,1915.0,1,164,0,0,0,0,0,155000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
483,32.0,4500,1998,1998,116.0,897,319,1216,1216,0,1216,1,2,0,2,1,5,0,1998.0,2,402,0,125,0,0,0,164000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
